기기ID,점검일자,점검항목,측정값,측정단위,점검결과,담당자,비고
EQ0109,2023-07-01,소음진동,19.72,bar,정상,김철수,청소완료
EQ0109,2023-07-03,소음진동,47.06,MΩ,정상,박준호,조정완료
EQ0109,2023-10-20,압력검사,13.65,A,주의,최민준,청소완료
EQ0109,2023-11-26,온도측정,13.03,°C,정상,김철수,부품교체필요
EQ0109,2023-12-12,절연저항,49.17,°C,정상,이영희,부품교체필요
EQ0109,2024-03-22,소음진동,69.14,L/min,정상,김철수,청소완료
EQ0109,2024-05-22,절연저항,10.96,L/min,정상,이영희,
EQ0109,2024-05-23,절연저항,24.68,bar,경고,김철수,부품교체필요
EQ0109,2024-06-03,압력검사,17.7,A,주의,최민준,윤활유 추가
EQ0109,2024-06-20,소음진동,97.79,MΩ,정상,최민준,조정완료
EQ0109,2024-08-05,외관검사,39.18,MΩ,정상,정수현,윤활유 추가
EQ0110,2023-05-02,유량측정,36.88,°C,주의,최민준,윤활유 추가
EQ0110,2023-06-19,소음진동,45.86,L/min,경고,박준호,
EQ0110,2023-09-14,유량측정,78.78,A,정상,박준호,윤활유 추가
EQ0110,2023-09-22,전류측정,88.62,MΩ,정상,박준호,조정완료
EQ0110,2023-12-07,외관검사,61.82,L/min,정상,이영희,조정완료
EQ0110,2023-12-09,소음진동,98.73,dB,정상,이영희,윤활유 추가
EQ0110,2024-02-21,전류측정,14.06,MΩ,정상,이영희,청소완료
EQ0110,2024-03-12,유량측정,60.28,MΩ,정상,정수현,조정완료
EQ0110,2024-05-01,외관검사,72.66,°C,정상,정수현,윤활유 추가
EQ0110,2024-07-15,유량측정,16.38,bar,정상,최민준,청소완료
EQ0110,2024-07-19,소음진동,28.7,bar,주의,김철수,조정완료
EQ0110,2024-07-26,소음진동,70.51,L/min,정상,이영희,청소완료
EQ0111,2023-06-07,소음진동,25.37,A,정상,박준호,부품교체필요
EQ0111,2023-06-15,외관검사,81.09,MΩ,정상,박준호,
EQ0111,2023-07-11,압력검사,63.55,A,불량,정수현,윤활유 추가
EQ0111,2023-08-09,유량측정,72.03,°C,주의,박준호,부품교체필요
EQ0111,2023-08-23,외관검사,57.78,MΩ,정상,김철수,
EQ0111,2024-02-02,온도측정,85.07,dB,정상,최민준,윤활유 추가
EQ0111,2024-02-04,유량측정,10.93,bar,정상,이영희,청소완료
EQ0111,2024-08-11,압력검사,62.84,L/min,주의,최민준,청소완료
EQ0111,2024-08-17,유량측정,25.8,A,정상,박준호,조정완료
EQ0112,2023-01-05,압력검사,37.78,°C,정상,박준호,조정완료
EQ0112,2023-01-08,외관검사,87.62,L/min,정상,박준호,청소완료
EQ0112,2023-01-14,전류측정,84.92,MΩ,정상,정수현,부품교체필요
EQ0112,2023-01-26,전류측정,47.72,dB,정상,박준호,윤활유 추가
EQ0112,2023-05-15,전류측정,20.35,A,정상,김철수,
EQ0112,2023-09-02,절연저항,19.1,A,정상,박준호,
EQ0112,2023-10-31,전류측정,43.03,MΩ,경고,정수현,조정완료
EQ0112,2023-11-04,전류측정,79.79,A,주의,박준호,조정완료
EQ0112,2023-12-14,외관검사,33.41,L/min,정상,김철수,부품교체필요
EQ0112,2024-02-23,외관검사,28.34,bar,불량,김철수,윤활유 추가
EQ0112,2024-04-19,유량측정,47.25,MΩ,주의,정수현,
EQ0112,2024-05-06,절연저항,57.1,L/min,불량,박준호,윤활유 추가
EQ0113,2023-01-12,유량측정,25.4,A,주의,이영희,
EQ0113,2023-06-13,유량측정,81.93,°C,정상,정수현,윤활유 추가
EQ0113,2023-09-14,유량측정,39.98,bar,정상,김철수,
EQ0113,2023-09-16,유량측정,59.87,MΩ,경고,정수현,윤활유 추가
EQ0113,2023-10-30,압력검사,10.27,bar,정상,최민준,조정완료
EQ0113,2023-12-13,유량측정,22.31,bar,정상,이영희,청소완료
EQ0114,2023-01-27,전류측정,84.54,bar,정상,김철수,조정완료
EQ0114,2023-03-04,전류측정,88.62,°C,주의,박준호,윤활유 추가
EQ0114,2023-06-19,전류측정,38.74,bar,불량,이영희,윤활유 추가
EQ0114,2023-07-31,유량측정,34.3,A,정상,최민준,
EQ0114,2023-08-30,압력검사,34.12,bar,정상,정수현,
EQ0114,2023-09-12,외관검사,95.74,°C,정상,최민준,부품교체필요
EQ0114,2023-10-20,외관검사,23.7,L/min,정상,최민준,조정완료
EQ0114,2023-12-29,절연저항,15.93,MΩ,불량,이영희,청소완료
EQ0114,2024-01-08,유량측정,92.43,bar,경고,박준호,부품교체필요
EQ0114,2024-03-30,소음진동,53.88,°C,정상,정수현,조정완료
EQ0114,2024-05-02,외관검사,91.86,bar,정상,박준호,
EQ0114,2024-06-10,압력검사,24.65,L/min,정상,정수현,조정완료
EQ0114,2024-07-03,유량측정,82.23,L/min,정상,정수현,조정완료
EQ0114,2024-07-22,유량측정,53.68,bar,경고,정수현,조정완료
EQ0114,2024-08-18,소음진동,89.03,L/min,정상,박준호,청소완료
EQ0115,2023-01-30,소음진동,89.15,°C,정상,박준호,
EQ0115,2023-05-27,절연저항,45.5,MΩ,불량,박준호,조정완료
EQ0115,2023-09-17,전류측정,68.99,bar,정상,정수현,
EQ0115,2023-09-28,절연저항,24.5,°C,주의,최민준,
EQ0115,2023-11-26,유량측정,43.27,bar,정상,이영희,부품교체필요
EQ0115,2024-06-04,외관검사,56.85,A,정상,정수현,부품교체필요
EQ0115,2024-07-17,유량측정,64.4,bar,정상,이영희,윤활유 추가
EQ0116,2023-02-04,온도측정,47.09,A,경고,박준호,부품교체필요
EQ0116,2023-04-08,압력검사,93.45,°C,주의,최민준,조정완료
EQ0116,2023-04-21,소음진동,29.93,°C,정상,정수현,윤활유 추가
EQ0116,2023-05-08,온도측정,95.23,A,정상,이영희,윤활유 추가
EQ0116,2023-06-05,외관검사,58.04,bar,경고,정수현,조정완료
EQ0116,2023-09-10,유량측정,58.35,dB,정상,정수현,부품교체필요
EQ0116,2023-09-23,전류측정,54.79,dB,정상,이영희,윤활유 추가
EQ0116,2023-10-07,압력검사,47.63,L/min,정상,김철수,
EQ0116,2024-01-30,유량측정,47.15,L/min,정상,이영희,부품교체필요
EQ0116,2024-06-24,전류측정,68.84,dB,주의,최민준,부품교체필요
EQ0117,2023-03-12,절연저항,45.2,°C,정상,정수현,조정완료
EQ0117,2023-03-15,절연저항,64.52,A,정상,최민준,청소완료
EQ0117,2023-06-08,외관검사,32.4,A,주의,김철수,조정완료
EQ0117,2023-06-21,압력검사,27.72,°C,정상,박준호,부품교체필요
EQ0117,2023-07-07,온도측정,25.85,dB,정상,최민준,
EQ0117,2023-09-07,압력검사,76.84,A,주의,김철수,청소완료
EQ0117,2023-10-13,유량측정,84.9,A,정상,최민준,부품교체필요
EQ0117,2023-11-04,유량측정,19.35,A,경고,박준호,부품교체필요
EQ0117,2023-12-01,절연저항,16.1,bar,주의,최민준,부품교체필요
EQ0117,2023-12-14,외관검사,84.55,MΩ,정상,최민준,조정완료
EQ0117,2023-12-19,유량측정,12.2,°C,정상,박준호,청소완료
EQ0117,2024-02-05,절연저항,71.79,A,정상,정수현,부품교체필요
EQ0117,2024-05-23,유량측정,89.5,°C,주의,정수현,부품교체필요
EQ0117,2024-06-18,절연저항,48.87,dB,주의,최민준,
EQ0117,2024-08-01,유량측정,44.65,°C,정상,정수현,청소완료
EQ0118,2023-02-03,유량측정,70.0,A,정상,최민준,
EQ0118,2023-02-27,압력검사,78.79,L/min,정상,최민준,부품교체필요
EQ0118,2023-08-10,유량측정,38.76,bar,정상,박준호,조정완료
EQ0118,2023-08-12,유량측정,39.11,dB,정상,이영희,
EQ0118,2024-01-09,절연저항,77.75,L/min,정상,정수현,
EQ0118,2024-02-23,전류측정,17.9,dB,경고,김철수,부품교체필요
EQ0118,2024-05-17,절연저항,21.37,dB,정상,최민준,부품교체필요
EQ0118,2024-06-28,유량측정,17.78,L/min,정상,박준호,조정완료
EQ0118,2024-07-11,외관검사,25.31,bar,주의,박준호,청소완료
EQ0119,2023-02-06,외관검사,52.33,°C,정상,최민준,조정완료
EQ0119,2023-02-15,절연저항,84.18,A,정상,박준호,청소완료
EQ0119,2023-03-11,전류측정,89.07,dB,정상,정수현,조정완료
EQ0119,2023-06-18,유량측정,36.91,L/min,정상,김철수,부품교체필요
EQ0119,2023-07-17,외관검사,62.51,A,정상,박준호,부품교체필요
EQ0119,2023-11-30,외관검사,93.99,°C,정상,최민준,부품교체필요
EQ0119,2024-01-11,절연저항,15.48,°C,정상,최민준,부품교체필요
EQ0119,2024-01-16,압력검사,41.52,A,주의,최민준,부품교체필요
EQ0119,2024-01-18,압력검사,13.77,bar,정상,정수현,
EQ0119,2024-01-24,전류측정,93.22,A,정상,이영희,조정완료
EQ0119,2024-02-06,압력검사,93.98,dB,불량,정수현,부품교체필요
EQ0119,2024-06-14,전류측정,61.69,°C,정상,박준호,부품교체필요
EQ0120,2023-02-09,압력검사,71.79,°C,정상,최민준,청소완료
EQ0120,2023-10-09,소음진동,75.91,MΩ,주의,김철수,
EQ0120,2023-10-20,외관검사,84.52,MΩ,주의,이영희,
EQ0120,2023-11-07,유량측정,42.86,bar,정상,최민준,청소완료
EQ0120,2024-02-13,외관검사,69.54,bar,정상,박준호,
EQ0120,2024-03-09,온도측정,57.83,MΩ,정상,최민준,
EQ0120,2024-04-27,절연저항,93.63,bar,경고,정수현,조정완료
EQ0120,2024-05-03,유량측정,39.59,MΩ,정상,최민준,조정완료
EQ0120,2024-05-05,유량측정,47.88,dB,정상,이영희,청소완료
EQ0120,2024-05-16,유량측정,27.28,A,정상,이영희,조정완료
EQ0120,2024-05-23,유량측정,12.39,MΩ,경고,이영희,부품교체필요
EQ0120,2024-06-23,소음진동,61.93,MΩ,주의,이영희,조정완료
EQ0120,2024-07-21,유량측정,10.87,°C,정상,김철수,조정완료
EQ0120,2024-07-26,유량측정,49.94,A,정상,김철수,윤활유 추가
EQ0120,2024-08-02,압력검사,64.69,MΩ,정상,최민준,
EQ0121,2023-01-26,소음진동,93.48,A,정상,김철수,조정완료
EQ0121,2023-03-03,전류측정,21.26,dB,정상,이영희,윤활유 추가
EQ0121,2023-03-28,유량측정,37.5,dB,경고,이영희,청소완료
EQ0121,2023-06-17,압력검사,60.65,bar,정상,최민준,조정완료
EQ0121,2023-06-21,외관검사,12.7,dB,정상,최민준,청소완료
EQ0121,2023-07-20,외관검사,79.63,dB,정상,최민준,청소완료
EQ0121,2023-11-13,유량측정,56.85,dB,정상,김철수,조정완료
EQ0121,2023-12-16,절연저항,36.33,dB,정상,박준호,청소완료
EQ0121,2024-01-04,외관검사,86.69,MΩ,정상,김철수,
EQ0121,2024-01-31,소음진동,98.62,MΩ,정상,이영희,부품교체필요
EQ0121,2024-02-11,절연저항,36.61,A,경고,정수현,청소완료
EQ0121,2024-06-15,외관검사,54.83,°C,정상,김철수,
EQ0121,2024-07-29,압력검사,60.29,L/min,정상,최민준,조정완료
EQ0121,2024-08-12,온도측정,94.83,dB,정상,박준호,
EQ0121,2024-08-17,외관검사,92.3,MΩ,정상,박준호,
EQ0122,2023-01-17,유량측정,77.15,MΩ,정상,최민준,
EQ0122,2023-02-26,온도측정,83.29,MΩ,정상,최민준,윤활유 추가
EQ0122,2023-06-15,압력검사,74.73,A,정상,최민준,
EQ0122,2023-06-16,소음진동,26.95,dB,경고,정수현,
EQ0122,2023-08-15,외관검사,49.7,bar,정상,정수현,조정완료
EQ0122,2023-10-30,소음진동,45.8,MΩ,정상,정수현,
EQ0122,2023-11-17,온도측정,52.81,MΩ,정상,박준호,청소완료
EQ0122,2023-11-22,압력검사,54.38,L/min,경고,정수현,청소완료
EQ0122,2024-03-07,유량측정,78.7,°C,정상,정수현,부품교체필요
EQ0122,2024-03-19,온도측정,65.09,L/min,정상,이영희,조정완료
EQ0122,2024-03-22,소음진동,33.96,bar,정상,박준호,부품교체필요
EQ0122,2024-05-01,절연저항,32.81,bar,경고,박준호,
EQ0123,2023-01-20,온도측정,59.14,A,경고,정수현,윤활유 추가
EQ0123,2023-04-03,소음진동,86.86,A,정상,정수현,조정완료
EQ0123,2023-05-04,압력검사,60.12,MΩ,정상,박준호,
EQ0123,2023-05-05,소음진동,58.98,°C,정상,이영희,부품교체필요
EQ0123,2023-06-03,전류측정,39.06,bar,정상,최민준,부품교체필요
EQ0123,2023-06-25,온도측정,55.5,dB,경고,최민준,윤활유 추가
EQ0123,2023-07-12,외관검사,46.71,MΩ,정상,이영희,
EQ0123,2023-10-15,온도측정,39.65,A,경고,정수현,청소완료
EQ0123,2023-11-14,온도측정,30.42,°C,불량,김철수,청소완료
EQ0123,2023-12-19,유량측정,25.22,A,정상,정수현,
EQ0123,2024-01-04,압력검사,24.58,A,정상,박준호,윤활유 추가
EQ0123,2024-04-04,절연저항,91.8,°C,주의,박준호,윤활유 추가
EQ0123,2024-04-28,전류측정,49.46,L/min,주의,김철수,조정완료
EQ0123,2024-06-05,유량측정,53.29,MΩ,정상,최민준,청소완료
EQ0123,2024-08-03,소음진동,56.03,MΩ,정상,김철수,조정완료
EQ0124,2023-01-03,유량측정,93.51,A,주의,박준호,청소완료
EQ0124,2023-01-11,절연저항,50.35,A,주의,이영희,윤활유 추가
EQ0124,2023-05-12,유량측정,68.02,°C,정상,정수현,청소완료
EQ0124,2023-12-21,유량측정,57.89,L/min,경고,박준호,윤활유 추가
EQ0124,2023-12-26,절연저항,32.93,bar,정상,박준호,부품교체필요
EQ0124,2024-01-15,온도측정,72.1,dB,정상,박준호,청소완료
EQ0124,2024-02-01,절연저항,52.06,°C,정상,김철수,조정완료
EQ0124,2024-02-09,절연저항,92.34,L/min,정상,정수현,조정완료
EQ0124,2024-02-17,절연저항,64.84,dB,정상,이영희,조정완료
EQ0124,2024-03-06,절연저항,39.45,L/min,정상,박준호,
EQ0124,2024-04-07,외관검사,14.03,A,정상,정수현,부품교체필요
EQ0124,2024-06-09,외관검사,84.93,L/min,정상,최민준,조정완료
EQ0124,2024-06-09,소음진동,37.88,bar,주의,정수현,
EQ0124,2024-07-03,압력검사,74.94,°C,경고,김철수,청소완료
EQ0125,2023-03-08,유량측정,18.86,L/min,주의,정수현,윤활유 추가
EQ0125,2023-03-11,절연저항,40.95,bar,경고,김철수,윤활유 추가
EQ0125,2023-04-01,절연저항,54.9,bar,정상,박준호,
EQ0125,2023-08-06,온도측정,64.38,°C,정상,박준호,윤활유 추가
EQ0125,2023-08-06,전류측정,84.0,dB,정상,이영희,
EQ0125,2023-08-23,전류측정,43.29,A,정상,최민준,부품교체필요
EQ0125,2023-10-12,외관검사,43.22,bar,정상,정수현,부품교체필요
EQ0125,2024-08-02,압력검사,41.49,A,정상,이영희,청소완료
EQ0125,2024-08-04,온도측정,28.72,MΩ,경고,김철수,윤활유 추가
EQ0125,2024-08-06,압력검사,26.16,dB,정상,김철수,윤활유 추가
EQ0126,2023-01-13,전류측정,64.12,dB,정상,최민준,
EQ0126,2023-01-25,절연저항,73.84,L/min,정상,이영희,부품교체필요
EQ0126,2023-02-18,온도측정,37.06,°C,정상,최민준,윤활유 추가
EQ0126,2023-03-22,전류측정,25.04,MΩ,정상,김철수,조정완료
EQ0126,2023-03-29,전류측정,12.03,dB,정상,박준호,청소완료
EQ0126,2023-05-13,전류측정,65.45,°C,불량,김철수,조정완료
EQ0126,2023-09-05,절연저항,35.77,MΩ,정상,김철수,청소완료
EQ0126,2023-11-05,전류측정,55.76,°C,주의,최민준,
EQ0126,2023-11-12,온도측정,66.13,dB,정상,정수현,부품교체필요
EQ0126,2023-12-08,압력검사,72.68,L/min,정상,이영희,청소완료
EQ0126,2024-03-19,전류측정,41.88,°C,정상,김철수,조정완료
EQ0126,2024-05-07,소음진동,40.52,bar,경고,정수현,
EQ0126,2024-06-03,전류측정,32.2,A,정상,박준호,부품교체필요
EQ0126,2024-07-14,소음진동,37.48,bar,정상,이영희,조정완료
EQ0126,2024-07-18,소음진동,62.32,dB,정상,정수현,청소완료
EQ0127,2023-01-16,압력검사,42.7,L/min,정상,정수현,조정완료
EQ0127,2023-03-06,외관검사,43.63,dB,정상,최민준,부품교체필요
EQ0127,2023-06-17,절연저항,23.17,A,정상,정수현,청소완료
EQ0127,2023-09-23,외관검사,84.27,A,정상,이영희,부품교체필요
EQ0127,2023-11-25,압력검사,77.77,MΩ,정상,김철수,청소완료
EQ0127,2024-04-18,압력검사,50.34,L/min,정상,최민준,
EQ0127,2024-06-04,절연저항,93.32,L/min,정상,정수현,조정완료
EQ0127,2024-08-06,절연저항,25.18,L/min,경고,정수현,윤활유 추가
EQ0128,2023-02-27,절연저항,24.01,bar,주의,김철수,윤활유 추가
EQ0128,2023-03-18,전류측정,37.43,°C,정상,박준호,청소완료
EQ0128,2023-06-13,전류측정,41.32,L/min,정상,최민준,조정완료
EQ0128,2023-06-14,절연저항,51.73,MΩ,정상,박준호,조정완료
EQ0128,2023-08-08,온도측정,61.47,°C,정상,이영희,윤활유 추가
EQ0128,2023-10-22,절연저항,29.33,bar,정상,최민준,
EQ0128,2024-03-03,전류측정,94.52,A,정상,이영희,청소완료
EQ0128,2024-06-05,압력검사,74.83,°C,정상,최민준,부품교체필요
EQ0128,2024-08-09,외관검사,70.36,°C,정상,박준호,조정완료
EQ0128,2024-08-11,유량측정,98.1,dB,불량,김철수,부품교체필요
EQ0129,2023-03-17,외관검사,56.8,bar,정상,정수현,
EQ0129,2023-06-20,압력검사,23.81,dB,주의,박준호,청소완료
EQ0129,2023-07-28,절연저항,14.58,dB,불량,박준호,
EQ0129,2024-01-01,절연저항,54.8,MΩ,정상,박준호,조정완료
EQ0129,2024-01-10,절연저항,50.58,L/min,불량,김철수,윤활유 추가
EQ0129,2024-02-12,압력검사,55.92,MΩ,주의,김철수,조정완료
EQ0129,2024-03-01,유량측정,55.43,bar,주의,이영희,청소완료
EQ0129,2024-04-18,외관검사,49.53,L/min,정상,박준호,부품교체필요
EQ0129,2024-04-19,소음진동,37.9,MΩ,정상,정수현,
EQ0129,2024-06-03,외관검사,72.16,bar,정상,박준호,청소완료
EQ0129,2024-06-06,전류측정,15.54,L/min,정상,이영희,부품교체필요
EQ0130,2023-03-05,압력검사,71.95,dB,정상,이영희,윤활유 추가
EQ0130,2023-10-07,외관검사,70.11,dB,정상,이영희,조정완료
EQ0130,2024-01-10,온도측정,97.47,dB,경고,이영희,
EQ0130,2024-01-10,온도측정,57.77,bar,정상,김철수,청소완료
EQ0130,2024-02-20,온도측정,82.27,MΩ,정상,최민준,조정완료
EQ0130,2024-03-28,온도측정,92.64,dB,정상,이영희,윤활유 추가
EQ0130,2024-05-08,소음진동,72.92,dB,정상,정수현,청소완료
EQ0130,2024-07-04,유량측정,49.79,A,정상,정수현,조정완료
EQ0130,2024-07-16,유량측정,28.48,dB,경고,정수현,조정완료
EQ0131,2023-01-03,온도측정,30.78,L/min,정상,김철수,
EQ0131,2023-01-13,온도측정,50.55,dB,정상,박준호,
EQ0131,2023-06-27,압력검사,11.57,A,정상,최민준,
EQ0131,2023-08-21,절연저항,20.62,dB,정상,박준호,
EQ0131,2023-08-26,소음진동,55.0,MΩ,정상,김철수,
EQ0131,2023-08-29,온도측정,49.48,bar,정상,정수현,부품교체필요
EQ0131,2024-01-26,압력검사,55.57,A,경고,최민준,
EQ0131,2024-03-26,소음진동,34.34,°C,정상,박준호,윤활유 추가
EQ0131,2024-04-14,압력검사,62.0,MΩ,정상,정수현,윤활유 추가
EQ0131,2024-04-14,압력검사,48.25,dB,경고,박준호,청소완료
EQ0131,2024-07-15,전류측정,55.75,°C,정상,최민준,청소완료
EQ0132,2023-01-01,유량측정,68.08,A,경고,김철수,청소완료
EQ0132,2023-02-19,유량측정,69.3,bar,정상,김철수,
EQ0132,2023-03-16,온도측정,85.78,MΩ,주의,박준호,부품교체필요
EQ0132,2023-04-29,외관검사,75.91,A,정상,정수현,청소완료
EQ0132,2023-06-21,전류측정,71.56,dB,정상,정수현,
EQ0132,2023-07-18,유량측정,41.07,L/min,정상,이영희,청소완료
EQ0132,2023-07-28,압력검사,45.35,dB,정상,김철수,청소완료
